url,commits,userneck,userscore,commit_time,year,movie_name_zh,movie_name_en,movie_time,movie_type,movie_online_time,movie_score_all,movie_score_yy,movie_score_hm,movie_score_dy,movie_score_gs
http://movie.mtime.com/209688/,7，老一辈退出江湖。超级英雄片拍成这样也蛮感人的。另无线电那头是谁？这帮小孩是后超级英雄时代的主角啊？, keylands, None,2017-5-27 22:50:01,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/209688/, 谁知道金刚狼蓝光黑白版什么意思, 饱了饿客, None,2017-5-24 16:54:24,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/209688/, 不想说什么，第一次在电影院睡着, 小小一刀, None,2017-5-21 19:28:24,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/209688/, 除却情怀别无他物，只是糟蹋了一群好演技～, Crazybin, None,2017-5-20 22:59:16,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/208325/, 不错，浓浓的星爷风，色调很徐克。,echo2448147, None,2017-4-16 7:45:40,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/208325/, 特效满分，演员和剧情不及格，星爷现在认真做特效，是要打入好莱坞去？大话西游的情怀真的被消费得只剩渣了，咱们都希望你能再出另外一系列经典, AlecSun, None,2017-4-16 12:39:43,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/227434/, 梦想和家庭, EllieYuan, None,2018-1-20 18:39:51,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/211901/, がっかり………, 字一色, None,2017-7-27 19:50:19,2017,变形金刚5：最后的骑士, Transformers: The Last Knight,150分钟, 动作/冒险/科幻,2017年6月23日,6,64,78,58,48
http://movie.mtime.com/227434/, 颠覆国人生死关的全民电影，皮克斯的魂魄又回来了, 并非如果, None,2018-1-20 15:34:41,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/220789/, 情报工作，既在战场之外，其实又在战场之中，甚至可以说是在战场之前，所有的战争，都是情报战。硝烟背后，风云暗涌，那永不消逝的电波，就是那些勇敢奉献的斗士在用生命而战！, 失落部落, None,2017-12-21 16:20:38,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/236404/, 这部电影，看得我好尴尬！, 京城阿朗, None,2018-2-27 22:44:08,2017, 芳华, Youth,136分钟, 爱情/剧情/战争,2017年12月15日,7.7,79,81,78,75
http://movie.mtime.com/209688/, 老罗根和老查尔斯实在是太虐心了，之前的从容都没了，最后小狼崽的一句“爸爸”忍不住哭了！, Leroy_bcy, None,2017-5-19 19:04:21,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/227434/, 泪点一戳就中，稀里哗啦。说起来很亲的父母，其实有时很远。 现在，我只想买张机票回家看看。, Master, None,2018-1-31 6:47:48,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/220789/, 赵丽颖可是我最喜欢的一位女演员，非常喜欢，他的演技看起来很棒哦，电影的剧情非常精彩。,kaxi3142374, None,2017-11-7 17:41:55,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/208325/, 唐马儒虽然减肥了但并不代表演技就提升了。, Enileva, None,2017-4-16 0:09:39,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/211901/, 挺好的，感觉没那么糟糕，就是为了看着爽, 鞠晓明, None,2017-7-28 18:57:59,2017,变形金刚5：最后的骑士, Transformers: The Last Knight,150分钟, 动作/冒险/科幻,2017年6月23日,6,64,78,58,48
http://movie.mtime.com/209688/, 狼叔，一路走好。一个时代结束了。, 昨夜的梦, None,2017-5-20 8:36:48,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/227434/, 坚持梦想，必有天堂,黑黑90315, None,2018-1-18 18:59:06,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/220789/, 这部电影真是太好看了，张翰的演技相当的好，演的角色非常的好看。,Long2696791, None,2017-11-7 16:31:36,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/216008/, 相当不错的片子，片尾还赚取泪点, 张进ray, None,2017-7-22 9:00:24,2017,银河护卫队2,Guardians of the Galaxy Vol. 2,137分钟, 动作/冒险/科幻,2017年5月5日,7.8,80,81,77,74
http://movie.mtime.com/230741/, 讲述活着便是胜利的敦刻尔克大撤退，好归好缺点还是有的，背景展现得不够好描写不全面，时间线重合这个手法花费时间过多也观感不好, OKBEN, None,2017-12-6 15:17:26,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/244233/, 不错, 宇芮, None,2017-10-10 21:31:53,2017, 豆福传, Tofu,85分钟, 动画,2017年7月28日,5.7,69,71,62,54
http://movie.mtime.com/208325/, 实在难看,8十年代的人, None,2017-4-16 23:11:55,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/246526/, 好,_844993130, None,2017-12-3 12:48:02,2017, 羞羞的铁拳, Never Say Die,100分钟, 喜剧,2017年9月30日,7.3,70,68,71,68
http://movie.mtime.com/211901/, 超好！！！,M_1307101746051092483, None,2017-8-3 18:47:13,2017,变形金刚5：最后的骑士, Transformers: The Last Knight,150分钟, 动作/冒险/科幻,2017年6月23日,6,64,78,58,48
http://movie.mtime.com/211901/, 迈克尔贝钱多了乱做特效, 怪兽mon, None,2017-7-25 21:58:48,2017,变形金刚5：最后的骑士, Transformers: The Last Knight,150分钟, 动作/冒险/科幻,2017年6月23日,6,64,78,58,48
http://movie.mtime.com/40205/, 打戏好看！男主死了，比较悲伤！, 吃可爱长大的竹风, None,2017-8-8 20:34:56,2017, 神奇女侠, Wonder Woman,141分钟, 动作/冒险/奇幻,2017年6月2日,7.5,77,79,73,70
http://movie.mtime.com/40205/, 爱与和平, 龙之大电影, None,2017-8-6 21:34:09,2017, 神奇女侠, Wonder Woman,141分钟, 动作/冒险/奇幻,2017年6月2日,7.5,77,79,73,70
http://movie.mtime.com/229733/, 有点中国版美国大片的味道。, 猥琐村村长, None,2017-10-28 19:35:52,2017,战狼2, Wolf Warriors Ⅱ,123分钟, 动作/战争,2017年7月27日,7.3,71,76,74,68
http://movie.mtime.com/230741/, 为什么白人总能把surviving拍得这么人性满满充满正能量，我甚至开始怀疑人性的本质是不是自私的了。, 吉普赛旋律, None,2018-1-12 0:18:01,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/220789/, 全程假大空~感觉香港导演对主旋律和英雄人物的认识完全停留在纸片儿人阶段，完全不真诚，也许是意识形态打从心底不认同吧。傻呵呵的张翰倒是还挺讨人喜欢~相比其他人物有了一丁点儿的生活气息。, 咩咕哩, None,2018-1-7 17:34:46,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/246526/, 好像蛮久没看电影了... 趁爱奇艺vip在线看了这部。剧本没什么新颖之处，但笑点还是有的。舞台剧演员的表演张力还是很够的。没有抱很高的期望，所以看下来也没有失望。没有硬拔高、生煽情，就觉得已经比《夏洛》顺眼了。, JesOO, None,2018-1-2 18:39:03,2017, 羞羞的铁拳, Never Say Die,100分钟, 喜剧,2017年9月30日,7.3,70,68,71,68
http://movie.mtime.com/220789/, 张翰的每一部作品都特别优秀，在这部电影里，张翰的表现真的是特别的棒，支持！,无声3364387, None,2017-11-7 14:19:51,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/220789/, 这部电影的剧情也太给力了吧，我非常的喜欢，赵丽颖的角色演的挺不错的！, 图书小贩, None,2017-11-7 13:15:17,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/208325/, 因为小新多给一分, DemonChou, None,2017-4-16 22:16:50,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/229733/, 最感人的是结尾男主用手臂高举五星红旗经过战区，交战双方自动短暂停火，让中国人通过的镜头，升华了影片主题,139****6338_25063574, None,2017-10-27 20:53:04,2017,战狼2, Wolf Warriors Ⅱ,123分钟, 动作/战争,2017年7月27日,7.3,71,76,74,68
http://movie.mtime.com/220789/, 这部电影很有看点，大家都很喜欢看的，郭富城主演的角色非常的好看。,大漠孤烟3849434, None,2017-11-7 15:47:24,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/216008/, :,M_1408291932212092869, None,2017-7-25 21:25:13,2017,银河护卫队2,Guardians of the Galaxy Vol. 2,137分钟, 动作/冒险/科幻,2017年5月5日,7.8,80,81,77,74
http://movie.mtime.com/220789/, 赵丽颖的哭戏真的是绝了，看到她哭我都想哭，是揪心的那种，演技真的太到位了。, xwxukang, None,2017-11-7 14:35:08,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/230741/, 并不是我喜欢的类型，但是人物刻画的真棒，氛围也很好。另外，我是诺吹。, 要有光, None,2017-11-26 19:24:02,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/236404/, 不生活在那个年代，不能感同身受, Sweetzhu, None,2018-2-19 21:37:22,2017, 芳华, Youth,136分钟, 爱情/剧情/战争,2017年12月15日,7.7,79,81,78,75
http://movie.mtime.com/230741/, 他们不仅是为了家园在战斗，更是为了回家而战斗，有些人选择离开，有些人选择留下来，而还有一些人选择了奔赴那个无家可归之地，因为，那里有为了家而奋战的家人。这部从天空，陆地，海洋三个视角穿插叙事的故事不仅让人们从更全的视角看到了敦刻尔克大撤退的某个局部，但依然很好地反应了这次事件中的宏大历史背景和多方位的人性。, 失落部落, None,2017-12-16 12:03:19,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/40205/, 如果这不算做超级英雄类里的电影，而作为一部希腊神话的现代故事，则剧情还是不错的。各种女神对战的姿势，帅气的慢镜头都显示了。再加上女主角的女神身高，穿盔甲还是礼服都很有型。而最后，只要有爱就有力量，依旧是在镜头里温暖了一把。但是如果算作超级英雄的正能量的话，这剧情就有点因为不够现实而觉得俗套。, Taku樱, None,2017-8-25 14:15:32,2017, 神奇女侠, Wonder Woman,141分钟, 动作/冒险/奇幻,2017年6月2日,7.5,77,79,73,70
http://movie.mtime.com/211901/,5，一部比一部精致，但是故事越来越烂，人老了，画面也看够了。来点有故事的吧。这画面特效做起来确实不容易，但是越来越多人不埋单啊。, keylands, None,2017-9-18 22:36:56,2017,变形金刚5：最后的骑士, Transformers: The Last Knight,150分钟, 动作/冒险/科幻,2017年6月23日,6,64,78,58,48
http://movie.mtime.com/220789/, 因为郭富城在，所以我一定会喜欢看这部电影的，没有办法，郭富城是我老公啊！,芭蕉4335639, None,2017-11-7 15:09:07,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/211901/, 变形金刚 This movie is extreme sick,tetohl53, None,2017-8-30 23:47:47,2017,变形金刚5：最后的骑士, Transformers: The Last Knight,150分钟, 动作/冒险/科幻,2017年6月23日,6,64,78,58,48
http://movie.mtime.com/230741/, 能把一场溃败拍得如此紧张煽情，且激励人心，不得不佩服名导高超的技艺。, Powerhaha, None,2017-12-26 0:25:39,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/208325/, 失望, 籽雷不见, None,2017-4-22 20:05:03,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/216008/, 就是看热闹，螳螂女跟我长得好像,sammiy095, None,2017-7-19 10:57:12,2017,银河护卫队2,Guardians of the Galaxy Vol. 2,137分钟, 动作/冒险/科幻,2017年5月5日,7.8,80,81,77,74
http://movie.mtime.com/216008/,漫威好像从雷神2开始，所有的续集电影开头都是做一个任务打一场。雷神2美队2复联2美队3和最新的银护2，大家有发现这个规律吗？没有贬义，纯属个人观点，勿喷勿喷勿喷。, 与音乐同行, None,2017-9-17 18:25:55,2017,银河护卫队2,Guardians of the Galaxy Vol. 2,137分钟, 动作/冒险/科幻,2017年5月5日,7.8,80,81,77,74
http://movie.mtime.com/40205/, 早点问世的话，DC还能与复联一战，而今观众已经腻了~, 郭小肉, None,2017-10-12 19:37:04,2017, 神奇女侠, Wonder Woman,141分钟, 动作/冒险/奇幻,2017年6月2日,7.5,77,79,73,70
http://movie.mtime.com/209688/,有种英雄末路的无力悲怆感，不关是关于金刚狼电影的记忆，也是观众对于这份情感的终结。X-23代表了希望，以后应该会取代金刚狼在X战警中的位置。一代新人换旧人。, 绝世饿狼, None,2017-5-23 9:31:59,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/227434/, 看哭了, Royeljie, None,2018-1-25 17:37:40,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/227434/, 不错, Sylviacoco, None,2018-1-21 18:37:01,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/209688/, 生于战斗，死于战斗, 莫纳斯特, None,2017-5-21 16:48:50,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/208325/, 最后的决战，全是特效呀，能不能叫人参与一下下, 小笑大王, None,2017-4-16 11:52:22,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/246526/, 身体互换的电影题材也并不少见，但这部片子显然有失水准，不仅剧情很一般，表演不优秀，连笑料都不够搞笑，更不用说情怀。, 失落部落, None,2018-1-20 16:06:35,2017, 羞羞的铁拳, Never Say Die,100分钟, 喜剧,2017年9月30日,7.3,70,68,71,68
http://movie.mtime.com/227434/, 拍的很不错，很走心的片子,yes086, None,2018-3-3 19:12:32,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/246526/, 太好看了,M_1410121443316096836, None,2017-12-8 16:55:14,2017, 羞羞的铁拳, Never Say Die,100分钟, 喜剧,2017年9月30日,7.3,70,68,71,68
http://movie.mtime.com/246526/, 真的好看,M_1402151351247421772, None,2017-12-2 18:19:15,2017, 羞羞的铁拳, Never Say Die,100分钟, 喜剧,2017年9月30日,7.3,70,68,71,68
http://movie.mtime.com/230741/, 不要温和的走进那个良夜，这是看完电影后第一个闪现在我脑海中的段落。压抑跟绝望吞噬着战争中的人们，但是活着就是胜利的希望，不要温和的走进那个良夜。, 温色的灵魂, None,2017-11-13 19:45:43,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/236404/, 为冯导点赞👍, 健康的赞恩拉, None,2018-2-11 1:31:55,2017, 芳华, Youth,136分钟, 爱情/剧情/战争,2017年12月15日,7.7,79,81,78,75
http://movie.mtime.com/227434/, 感觉把飞屋环游记翻拍了一遍！,Jack1983, None,2018-6-14 16:56:27,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/40205/, 本片总体比一般超级英雄片好看一点，虽然情节上多少有点俗套，但可以接受。没想到还是个女导演拍的，不错，值得关注一下。, 酒鬼喝茶, None,2017-9-3 0:40:57,2017, 神奇女侠, Wonder Woman,141分钟, 动作/冒险/奇幻,2017年6月2日,7.5,77,79,73,70
http://movie.mtime.com/209688/, 英雄迟暮, Hayuki, None,2017-5-21 13:27:33,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/40205/, 发光的绳子和防护威力超强的护腕很炫，除了这个，就没什么其它记忆点了。, lenimi, None,2017-9-17 21:35:28,2017, 神奇女侠, Wonder Woman,141分钟, 动作/冒险/奇幻,2017年6月2日,7.5,77,79,73,70
http://movie.mtime.com/209688/, 除去情怀，这个应该是最不像金刚狼的金刚狼电影了，从上一部起金刚狼的自愈能力就大不如前，到这一部基本没有自愈能力，让人看了唏嘘不已，其中的坑只有通过其他X战警作品来填了！, 静水紫, None,2017-5-20 19:26:28,2017,金刚狼3：殊死一战, Logan,123分钟, 动作/剧情/科幻,2017年3月3日,8,77,79,76,78
http://movie.mtime.com/229733/, 在国产现代战争电影里算是良心制作了，特别是一开场的水下长镜头，就像玩游戏的感觉，也无奈没有其他大明星，所以全场就吴京一个人在忙乎，主角效应明显，怎么也死不掉，剧情也偏弱，但是继承了美国大片炸炸炸的传统，以及特别弘扬本国精神的特色，比第一部好看点，同时期上映的也没有什么其他电影，一枝独秀挣大钱也是必然。, haifeng, None,2017-10-27 14:18:50,2017,战狼2, Wolf Warriors Ⅱ,123分钟, 动作/战争,2017年7月27日,7.3,71,76,74,68
http://movie.mtime.com/229733/, 向所有默默守卫祖国和平的伟大的中国军人致敬。,沧海683, None,2017-11-29 16:18:44,2017,战狼2, Wolf Warriors Ⅱ,123分钟, 动作/战争,2017年7月27日,7.3,71,76,74,68
http://movie.mtime.com/211901/, 东扯西扯长篇大论，已对这种设定效果看厌的感觉，英国大妈算亮点了, OKBEN, None,2017-9-12 10:20:33,2017,变形金刚5：最后的骑士, Transformers: The Last Knight,150分钟, 动作/冒险/科幻,2017年6月23日,6,64,78,58,48
http://movie.mtime.com/208325/, 平心而论，拍的和第一部比起来，差太多，从唐僧人选，到孙悟空人选，演技很一般，特效……嗯。这部电影基本靠特效了，但我个人觉得，连特效也是五毛钱的……, 鱼儿快飞, None,2017-4-15 22:40:33,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/216008/, 多元素科幻商业佳作, OKBEN, None,2017-8-10 22:03:19,2017,银河护卫队2,Guardians of the Galaxy Vol. 2,137分钟, 动作/冒险/科幻,2017年5月5日,7.8,80,81,77,74
http://movie.mtime.com/236404/, 之前看过严歌苓老师长长短短的文章 这段半自传体的经历也曾一再出现 所以对于影片中各人的故事发展有所了解 也没觉得传说中的爱恨有多么激烈 这只是一段年华 那个年代那个人群的一段青春 仅此而已 倒是女主为了这部戏在剧组主动被孤立的报道让我感慨 想起很久以前发生的斯坦福监狱实验 人心啊 很复杂的呢,Alice719646, None,2018-2-22 13:42:25,2017, 芳华, Youth,136分钟, 爱情/剧情/战争,2017年12月15日,7.7,79,81,78,75
http://movie.mtime.com/227434/, 跟朋友去看的，看过都说好，非常感人。（不知道他们哭没哭，反正最后快结束的时候那首歌唤醒了coco奶奶我是哭了）, 别吃我薯片, None,2018-1-23 12:22:22,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/229733/, 值得一看的好片子，勾起那个人的爱国情怀。,M_1410011223181291744, None,2017-10-27 14:17:48,2017,战狼2, Wolf Warriors Ⅱ,123分钟, 动作/战争,2017年7月27日,7.3,71,76,74,68
http://movie.mtime.com/236404/, 我没有共鸣的时代，剧情看着有些琐碎，但并不枯燥。, 热干面, None,2018-2-25 19:24:38,2017, 芳华, Youth,136分钟, 爱情/剧情/战争,2017年12月15日,7.7,79,81,78,75
http://movie.mtime.com/227434/, 绝对好看,158****7615_57207731, None,2018-1-30 6:47:42,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/220789/, 不得不佩服郭富城的演技，不愧是老戏骨，真的演的很好，完全出乎我的意料，哈哈,dong9066, None,2017-11-7 16:24:42,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
http://movie.mtime.com/227434/, 这部影片对死亡有了一个很温暖的解释，把冥界和现世非常完美的结合在了一起，佳作,沈欣003, None,2018-1-26 10:32:59,2017, 寻梦环游记, Coco,109分钟, 动画/冒险/喜剧,2017年11月24日,9,86,89,83,84
http://movie.mtime.com/216008/, 不矫揉造作,Cherry1986, None,2017-7-15 21:56:46,2017,银河护卫队2,Guardians of the Galaxy Vol. 2,137分钟, 动作/冒险/科幻,2017年5月5日,7.8,80,81,77,74
http://movie.mtime.com/230741/, 感动,梦之浮桥053, None,2017-10-28 13:55:37,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/246526/, 很好看,自己人083, None,2017-12-10 19:25:37,2017, 羞羞的铁拳, Never Say Die,100分钟, 喜剧,2017年9月30日,7.3,70,68,71,68
http://movie.mtime.com/246526/, 越拍越浮夸，电影的本质在变坏, OKBEN, None,2017-12-26 10:31:42,2017, 羞羞的铁拳, Never Say Die,100分钟, 喜剧,2017年9月30日,7.3,70,68,71,68
http://movie.mtime.com/230741/, 诺兰的战争片还是很克制的，以及怎么会连群演都这么多帅哥？？？, 电影人Rachel, None,2017-12-1 21:37:58,2017, 敦刻尔克, Dunkirk,107分钟, 动作/剧情/历史,2017年9月1日,8.1,81,86,85,76
http://movie.mtime.com/208325/, 就快了, 哆哆啦A, None,2017-5-6 8:58:43,2017, 西游伏妖篇, Journey to the West: Demon Chapter,108分钟, 奇幻/动作/喜剧,2017年1月28日,6.6,63,70,65,56
http://movie.mtime.com/40205/,记得看过90年代的神奇女侠，当时小还以为是黄片哈哈，现在看了这部才觉得年代变了，人们心目中的神奇女侠的形象也变了，不过，是向好的方向在改变，越来越接近现实，带给我们一种更真实的感觉, 进阶的杰克, None,2017-8-13 23:34:50,2017, 神奇女侠, Wonder Woman,141分钟, 动作/冒险/奇幻,2017年6月2日,7.5,77,79,73,70
http://movie.mtime.com/216008/, 很期待第三部,M_1509301628032366413, None,2017-7-20 9:54:24,2017,银河护卫队2,Guardians of the Galaxy Vol. 2,137分钟, 动作/冒险/科幻,2017年5月5日,7.8,80,81,77,74
http://movie.mtime.com/220789/, 李霞会飞了！！！！, powertad, None,2017-12-22 22:05:30,2017, 密战, Eternal Wave,100分钟, 战争/动作/剧情,2017年11月3日,5.6,70,70,67,70
